audio_file,duration,model,transcript,predicted_transcript,WER,execution_time
common_voice_en_40865214.mp3,5652,small.en,Miramax requested cuts be made and Christopher initially refused., Mirror Max requested cuts be made and Christopher initially refused.,0.222222222,3.363582134
common_voice_en_40865215.mp3,6120,tiny,The Key allows customers to buy Plusbus for the Crawley and Brighton areas., The key allows customers to buy plus-bus for the�e and braiding areas.,0.384615385,1.148305893
common_voice_en_40865215.mp3,6120,tiny.en,The Key allows customers to buy Plusbus for the Crawley and Brighton areas., The key allows customers to buy plus bus for the Crawley and Braden areas.,0.307692308,0.741032124
common_voice_en_40865215.mp3,6120,base,The Key allows customers to buy Plusbus for the Crawley and Brighton areas., The key allows customers to buy plus bus for the Crawley and Brighton areas.,0.230769231,2.246104002
common_voice_en_40865215.mp3,6120,base.en,The Key allows customers to buy Plusbus for the Crawley and Brighton areas., The key allows customers to buy plus bus for the crawly and brightening areas.,0.384615385,1.237887859
common_voice_en_40865215.mp3,6120,small,The Key allows customers to buy Plusbus for the Crawley and Brighton areas., The key allows customers to buy plus bus for the Crawley and Brighton areas.,0.230769231,7.122086048
common_voice_en_40865215.mp3,6120,small.en,The Key allows customers to buy Plusbus for the Crawley and Brighton areas., The key allows customers to buy plus-plus for the crawly and brightened areas.,0.307692308,3.993603945
common_voice_en_40865221.mp3,7920,tiny,"In this position he learnt mathematics, Greek, Italian, Spanish and several oriental languages."," In this position he learned mathematics, Greek, Italian, Spanish, and several oriental languages.",0.153846154,1.0546422
common_voice_en_40865221.mp3,7920,tiny.en,"In this position he learnt mathematics, Greek, Italian, Spanish and several oriental languages."," In this position he learned mathematics, Greek, Italian, Spanish, and several Oriental languages.",0.230769231,0.719326973
common_voice_en_40865221.mp3,7920,base,"In this position he learnt mathematics, Greek, Italian, Spanish and several oriental languages."," In this position he learned mathematics, Greek, Italian, Spanish, and several oriental languages.",0.153846154,2.095314741
common_voice_en_40865221.mp3,7920,base.en,"In this position he learnt mathematics, Greek, Italian, Spanish and several oriental languages."," In this position he learned mathematics, Greek, Italian, Spanish, and several Oriental languages.",0.230769231,1.243240118
common_voice_en_40865221.mp3,7920,small,"In this position he learnt mathematics, Greek, Italian, Spanish and several oriental languages."," In this position he learned mathematics, Greek, Italian, Spanish, and several Oriental languages.",0.230769231,6.491372108
common_voice_en_40865221.mp3,7920,small.en,"In this position he learnt mathematics, Greek, Italian, Spanish and several oriental languages."," In this position he learned mathematics, Greek, Italian, Spanish, and several Oriental languages.",0.230769231,3.667773008
common_voice_en_40865222.mp3,3204,tiny,My books and my stories., My books and my stories.,0,1.019454956
common_voice_en_40865222.mp3,3204,tiny.en,My books and my stories., My books and my stories.,0,0.583808184
common_voice_en_40865222.mp3,3204,base,My books and my stories., My books and my stories.,0,1.933997154
common_voice_en_40865222.mp3,3204,base.en,My books and my stories., My books and my stories.,0,1.090763092
common_voice_en_40865222.mp3,3204,small,My books and my stories., My books and my stories.,0,6.224676132
common_voice_en_40865222.mp3,3204,small.en,My books and my stories., My books and my stories.,0,3.320428133
common_voice_en_40865223.mp3,4932,tiny,They followed the streetcar lines to areas south of the Raccoon River., They followed the street car lines to areas south of the Rekun River.,0.25,1.042700052
common_voice_en_40865223.mp3,4932,tiny.en,They followed the streetcar lines to areas south of the Raccoon River., They followed the street car lines to areas south of the Recunver.,0.333333333,0.639282942
common_voice_en_40865223.mp3,4932,base,They followed the streetcar lines to areas south of the Raccoon River., They followed the street car lines to areas south of the raccoon river.,0.333333333,2.021342993
common_voice_en_40865223.mp3,4932,base.en,They followed the streetcar lines to areas south of the Raccoon River., They followed the street car lines to areas south of the Raccoon River.,0.166666667,1.253488064
common_voice_en_40865223.mp3,4932,small,They followed the streetcar lines to areas south of the Raccoon River., They followed the streetcar lines to areas south of the raccoon river.,0.166666667,6.381275892
common_voice_en_40865223.mp3,4932,small.en,They followed the streetcar lines to areas south of the Raccoon River., They followed the streetcar lines to areas south of the Raccoon River.,0,3.524610043
common_voice_en_40865224.mp3,4248,tiny,She herself defended her verse as holy erotica., She herself defended her verse as Holy Arotica.,0.25,1.108778
common_voice_en_40865224.mp3,4248,tiny.en,She herself defended her verse as holy erotica., She herself defended her verse as holy erotica.,0,0.633326054
common_voice_en_40865224.mp3,4248,base,She herself defended her verse as holy erotica., She herself defended her verse as Holy Eurotica.,0.25,2.285046816
common_voice_en_40865224.mp3,4248,base.en,She herself defended her verse as holy erotica., She herself defended her verse as holy erotica.,0,1.225672245
common_voice_en_40865224.mp3,4248,small,She herself defended her verse as holy erotica., She herself defended her verse as Holy Erotica.,0.25,6.327902079
common_voice_en_40865224.mp3,4248,small.en,She herself defended her verse as holy erotica., She herself defended her verse as Holy Erotica.,0.25,4.739850998
common_voice_en_40865225.mp3,3420,tiny,In the pamphlet What is to be Done?," In the pamphlet, what is to be done?",0.375,1.005253315
common_voice_en_40865225.mp3,3420,tiny.en,In the pamphlet What is to be Done?," In the pamphlet, what is to be done?",0.375,0.740403891
common_voice_en_40865225.mp3,3420,base,In the pamphlet What is to be Done?," In the pamphlet, what is to be done?",0.375,1.994884968
common_voice_en_40865225.mp3,3420,base.en,In the pamphlet What is to be Done?," In the pamphlet, what is to be done?",0.375,1.138734818
common_voice_en_40865225.mp3,3420,small,In the pamphlet What is to be Done?," In the pamphlet, what is to be done?",0.375,6.460731745
common_voice_en_40865225.mp3,3420,small.en,In the pamphlet What is to be Done?," In the pamphlet, what is to be done?",0.375,3.345018148
common_voice_en_40865481.mp3,4608,tiny,The latter success qualified them to the first season of the European Cup., The latter success qualified them to the first season of the European Cup.,0,1.017078876
common_voice_en_40865481.mp3,4608,tiny.en,The latter success qualified them to the first season of the European Cup., The lettuce success qualified them to the first season of the European Cup.,0.076923077,0.649726868
common_voice_en_40865481.mp3,4608,base,The latter success qualified them to the first season of the European Cup., The lettuce excess qualified them to the first season of the European Cup.,0.153846154,1.998452902
common_voice_en_40865481.mp3,4608,base.en,The latter success qualified them to the first season of the European Cup., The latter success qualified them to the first season of the European Cup.,0,1.195342064
common_voice_en_40865481.mp3,4608,small,The latter success qualified them to the first season of the European Cup., The latter success qualified them to the first season of the European Cup.,0,6.338919878
common_voice_en_40865481.mp3,4608,small.en,The latter success qualified them to the first season of the European Cup., The latter success qualified them to the first season of the European Cup.,0,3.698463917
common_voice_en_40865482.mp3,4284,tiny,The nearest school to Seacombe Ferry is Riverside Primary School., The nearest school to Seekham ferry is Riverside Primary School.,0.2,1.047687292
common_voice_en_40865482.mp3,4284,tiny.en,The nearest school to Seacombe Ferry is Riverside Primary School., The nearest school to see Camfari is Riverside Primary School.,0.2,0.640187979
common_voice_en_40865482.mp3,4284,base,The nearest school to Seacombe Ferry is Riverside Primary School., The nearest school to Seacum Ferry is Riverside Primary School.,0.1,2.082826853
common_voice_en_40865482.mp3,4284,base.en,The nearest school to Seacombe Ferry is Riverside Primary School., The nearest school to Seacom Ferry is Riverside Primary School.,0.1,1.198572874
common_voice_en_40865482.mp3,4284,small,The nearest school to Seacombe Ferry is Riverside Primary School., The nearest school to see Conferry is Riverside Primary School.,0.2,6.451254129
common_voice_en_40865482.mp3,4284,small.en,The nearest school to Seacombe Ferry is Riverside Primary School., The nearest school to Seachem Ferry is Riverside Primary School.,0.1,3.497415304
common_voice_en_40865483.mp3,5220,tiny,"He did not argue back, feeling that a dignified silence was the best rebuke."," He did not argue back, feeling that a dignified silence was the best review.",0.071428571,1.088615179
common_voice_en_40865483.mp3,5220,tiny.en,"He did not argue back, feeling that a dignified silence was the best rebuke."," He did not argue back, feeling that a dignified silence was the best rebuke.",0,0.720201254
common_voice_en_40865483.mp3,5220,base,"He did not argue back, feeling that a dignified silence was the best rebuke."," He did not argue back, feeling that a dignified silence was the best rebuke.",0,2.128012896
common_voice_en_40865483.mp3,5220,base.en,"He did not argue back, feeling that a dignified silence was the best rebuke."," He did not argue back, feeling that a dignified silence was the best rebuke.",0,1.25673008
common_voice_en_40865483.mp3,5220,small,"He did not argue back, feeling that a dignified silence was the best rebuke."," He did not argue back, feeling that a dignified silence was the best rebuke.",0,7.701857805
common_voice_en_40865483.mp3,5220,small.en,"He did not argue back, feeling that a dignified silence was the best rebuke."," He did not argue back, feeling that a dignified silence was the best rebuke.",0,3.752318144
common_voice_en_40865484.mp3,4788,tiny,His patron in his rise to the politburo was Mikhail Suslov., His patron in his rise to the Polic Bureau was Mikael Susslov.,0.363636364,1.108948231
common_voice_en_40865484.mp3,4788,tiny.en,His patron in his rise to the politburo was Mikhail Suslov., His patron in his rise to the Politburo was Michaelus' love.,0.272727273,0.911515951
common_voice_en_40865484.mp3,4788,base,His patron in his rise to the politburo was Mikhail Suslov., His patron in his rise to the Pollock Bureau was Mikael Suslov.,0.272727273,2.996436119
common_voice_en_40865484.mp3,4788,base.en,His patron in his rise to the politburo was Mikhail Suslov., His patron in his rise to the Politburo was Michaela Sousloff.,0.272727273,2.191745043
common_voice_en_40865484.mp3,4788,small,His patron in his rise to the politburo was Mikhail Suslov., His patron in his rise to the Politburo was Mikhail Suslov.,0.090909091,7.291588783
common_voice_en_40865484.mp3,4788,small.en,His patron in his rise to the politburo was Mikhail Suslov., His patron in his rise to the Politburo was Michaelis' love.,0.272727273,4.403378963
common_voice_en_40865485.mp3,4068,tiny,Farming was organised on an open field system., Farming was organized on an open field system.,0.125,1.433743954
common_voice_en_40865485.mp3,4068,tiny.en,Farming was organised on an open field system., Farming was organized on an open field system.,0.125,0.785609961
common_voice_en_40865485.mp3,4068,base,Farming was organised on an open field system., Farming was organized on an open field system.,0.125,2.40651679
common_voice_en_40865485.mp3,4068,base.en,Farming was organised on an open field system., Farming was organized on an open field system.,0.125,1.131273985
common_voice_en_40865485.mp3,4068,small,Farming was organised on an open field system., Farming was organized on an open field system.,0.125,6.223320246
common_voice_en_40865485.mp3,4068,small.en,Farming was organised on an open field system., Farming was organized on an open field system.,0.125,3.367362738
common_voice_en_40865654.mp3,6156,tiny,He studied law in Portugal and worked for some time as a journalist., He studied law and Portugal and worked for some time as a journalist.,0.076923077,1.043875933
common_voice_en_40865654.mp3,6156,tiny.en,He studied law in Portugal and worked for some time as a journalist., He studied law in Portugal and worked for some time as a journalist.,0,0.622656107
common_voice_en_40865654.mp3,6156,base,He studied law in Portugal and worked for some time as a journalist., He studied law and Portugal and worked for some time as a journalist.,0.076923077,2.040868998
common_voice_en_40865654.mp3,6156,base.en,He studied law in Portugal and worked for some time as a journalist., He studied law in Portugal and worked for some time as a journalist.,0,1.199212074
common_voice_en_40865654.mp3,6156,small,He studied law in Portugal and worked for some time as a journalist., He studied law in Portugal and worked for some time as a journalist.,0,7.230530024
common_voice_en_40865654.mp3,6156,small.en,He studied law in Portugal and worked for some time as a journalist., He studied law in Portugal and worked for some time as a journalist.,0,4.065546989
common_voice_en_40865655.mp3,7488,tiny,Prominent American sculptor Hiram Powers traveled to Europe to see the slave trade.," Permanent American sculptor, Harom Powers travel to Europe to see the slave trade.",0.307692308,1.157804966
common_voice_en_40865655.mp3,7488,tiny.en,Prominent American sculptor Hiram Powers traveled to Europe to see the slave trade.," Prominent American Sculptor, Haram Powers Travel to Europe to see the slave trade.",0.230769231,0.769252062
common_voice_en_40865655.mp3,7488,base,Prominent American sculptor Hiram Powers traveled to Europe to see the slave trade.," Prominent American sculptor, Haram Powers, traveled to Europe to see the slave trade.",0.230769231,2.324625731
common_voice_en_40865655.mp3,7488,base.en,Prominent American sculptor Hiram Powers traveled to Europe to see the slave trade.," Prominent American sculptor, Haram Powers, traveled to Europe to see the slave trade.",0.230769231,1.727673769
common_voice_en_40865655.mp3,7488,small,Prominent American sculptor Hiram Powers traveled to Europe to see the slave trade., Prominent American sculptor Haram Powers traveled to Europe to see the slave trade.,0.076923077,6.513534069
common_voice_en_40865655.mp3,7488,small.en,Prominent American sculptor Hiram Powers traveled to Europe to see the slave trade.," Prominent American sculptor, Huron Powers traveled to Europe to see the slave trade.",0.153846154,3.629201889
common_voice_en_40865656.mp3,10188,tiny,On Saturday afternoons other sailings continued from Bangor across Belfast Lough to Larne.," On Saturday afternoon, other sailing's continued from Bengal across Belfass, lower to Lorne.",0.461538462,1.096050739
common_voice_en_40865656.mp3,10188,tiny.en,On Saturday afternoons other sailings continued from Bangor across Belfast Lough to Larne.," On Saturday afternoon, other sailings continued from Banguar across Belfast, Lord Toulornay.",0.461538462,0.675175905
common_voice_en_40865656.mp3,10188,base,On Saturday afternoons other sailings continued from Bangor across Belfast Lough to Larne.," On Saturday afternoons, other sailings continued from Bangor across Belfast, leads to learning.",0.307692308,8.220030069
common_voice_en_40865656.mp3,10188,base.en,On Saturday afternoons other sailings continued from Bangor across Belfast Lough to Larne.," On Saturday afternoons, other sailings continued from Bangor across Belfast, Lord Toulornet.",0.384615385,1.473686934
common_voice_en_40865656.mp3,10188,small,On Saturday afternoons other sailings continued from Bangor across Belfast Lough to Larne.," On Saturday afternoons, other sailings continued from Bangor across Belfast, Lord Toularné.",0.384615385,6.663513899
common_voice_en_40865656.mp3,10188,small.en,On Saturday afternoons other sailings continued from Bangor across Belfast Lough to Larne.," On Saturday afternoons, other sailings continued from Bangor across Belfast, Lower Toularnay.",0.384615385,3.743800163
common_voice_en_40865657.mp3,5220,tiny,It forms part of the civil parish of Bere Ferrers., It forms part of the civil parish of Buref Riers.,0.2,1.016275883
common_voice_en_40865657.mp3,5220,tiny.en,It forms part of the civil parish of Bere Ferrers., It forms part of the civil parish of Burer Ferreres.,0.2,0.637616158
common_voice_en_40865657.mp3,5220,base,It forms part of the civil parish of Bere Ferrers., It forms part of the civil parish of Barerrair for errors.,0.3,2.028167248
common_voice_en_40865657.mp3,5220,base.en,It forms part of the civil parish of Bere Ferrers., It forms part of the Civil Parish of Berraer Ferreres.,0.4,1.171416998
common_voice_en_40865657.mp3,5220,small,It forms part of the civil parish of Bere Ferrers., It forms part of the civil parish of Barrere Ferreres.,0.2,6.351524115
common_voice_en_40865657.mp3,5220,small.en,It forms part of the civil parish of Bere Ferrers., It forms part of the civil parish of the rare Ferreras.,0.3,3.583848953
common_voice_en_40865658.mp3,9288,tiny,"The relationship ""has subsequently been demonstrated to the satisfaction of all"".", The relationship has subsequently been demonstrated to the satisfaction of all.,0.181818182,1.088914871
common_voice_en_40865658.mp3,9288,tiny.en,"The relationship ""has subsequently been demonstrated to the satisfaction of all"".", The relationship has subsequently been demonstrated to the satisfaction of all.,0.181818182,0.618322134
common_voice_en_40865658.mp3,9288,base,"The relationship ""has subsequently been demonstrated to the satisfaction of all"".", The relationship has subsequently been demonstrated to the satisfaction of all.,0.181818182,2.006270885
common_voice_en_40865658.mp3,9288,base.en,"The relationship ""has subsequently been demonstrated to the satisfaction of all"".", The relationship has subsequently been demonstrated to the satisfaction of all.,0.181818182,1.165598869
common_voice_en_40865658.mp3,9288,small,"The relationship ""has subsequently been demonstrated to the satisfaction of all"".", The relationship has subsequently been demonstrated to the satisfaction of all.,0.181818182,7.62144208
common_voice_en_40865658.mp3,9288,small.en,"The relationship ""has subsequently been demonstrated to the satisfaction of all"".", The relationship has subsequently been demonstrated to the satisfaction of all.,0.181818182,3.654708862
common_voice_en_40865659.mp3,6408,tiny,The party was formed by former members of various other political parties., The party was formed by former members of various other political parties.,0,1.049732208
common_voice_en_40865659.mp3,6408,tiny.en,The party was formed by former members of various other political parties., The party was formed by former members of various other political parties.,0,0.672198772
common_voice_en_40865659.mp3,6408,base,The party was formed by former members of various other political parties., The party was formed by former members of various other political parties.,0,2.031501055
common_voice_en_40865659.mp3,6408,base.en,The party was formed by former members of various other political parties., The party was formed by former members of various other political parties.,0,1.21412611
common_voice_en_40865659.mp3,6408,small,The party was formed by former members of various other political parties., The party was formed by former members of various other political parties.,0,6.332795858
common_voice_en_40865659.mp3,6408,small.en,The party was formed by former members of various other political parties., The party was formed by former members of various other political parties.,0,3.483213186
common_voice_en_40865660.mp3,4680,tiny,Dial Out fits the album.," dial out, stitch the album.",0.6,1.101480246
common_voice_en_40865660.mp3,4680,tiny.en,Dial Out fits the album.," Dial out, sits the album.",0.4,0.570046186
common_voice_en_40865660.mp3,4680,base,Dial Out fits the album.," Dial out, sits the album.",0.4,1.96406889
common_voice_en_40865660.mp3,4680,base.en,Dial Out fits the album., Dial Out fits the album.,0,1.095402956
common_voice_en_40865660.mp3,4680,small,Dial Out fits the album., Dial Out. Sits the album.,0.4,6.24505496
common_voice_en_40865660.mp3,4680,small.en,Dial Out fits the album., Dial Out fits the album.,0,3.411036968
common_voice_en_40865661.mp3,8316,tiny,A large section of embankment has been destroyed to make space for Switch Island., A large section of a bankman has been destroyed to make space for Switch Island.,0.142857143,1.024884939
common_voice_en_40865661.mp3,8316,tiny.en,A large section of embankment has been destroyed to make space for Switch Island., A large section of a mankeman has been destroyed to make space for switch island.,0.285714286,0.642432928
common_voice_en_40865661.mp3,8316,base,A large section of embankment has been destroyed to make space for Switch Island., A large section of a bankman has been destroyed to make space for Switch Island.,0.142857143,2.04650116
common_voice_en_40865661.mp3,8316,base.en,A large section of embankment has been destroyed to make space for Switch Island., A large section of embankment has been destroyed to make space for Switch Island.,0,1.19153595
common_voice_en_40865661.mp3,8316,small,A large section of embankment has been destroyed to make space for Switch Island., A large section of embankment has been destroyed to make space for Switch Island.,0,6.802608013
common_voice_en_40865661.mp3,8316,small.en,A large section of embankment has been destroyed to make space for Switch Island., A large section of embankment has been destroyed to make space for Switch Island.,0,5.099041939
common_voice_en_40865662.mp3,5508,tiny,Activities include primitive tent camping and kayaking., Activities include primitive Ken camping and kayaking.,0.142857143,1.970111132
common_voice_en_40865662.mp3,5508,tiny.en,Activities include primitive tent camping and kayaking., Activities include primitive tent camping and kayaking.,0,1.128871202
common_voice_en_40865662.mp3,5508,base,Activities include primitive tent camping and kayaking., Activities include primitive 10 camping and kayaking.,0.142857143,3.41759181
common_voice_en_40865662.mp3,5508,base.en,Activities include primitive tent camping and kayaking., Activities include primitive tent camping and kayaking.,0,1.536726952
common_voice_en_40865662.mp3,5508,small,Activities include primitive tent camping and kayaking., Activities include primitive tent camping and kayaking.,0,9.140912294
common_voice_en_40865662.mp3,5508,small.en,Activities include primitive tent camping and kayaking., Activities include primitive tent camping and kayaking.,0,4.402633905
common_voice_en_40865664.mp3,5436,tiny,"It can also be heard playing in the second episode of ""The Wire"".", It can also be her playing in the second episode of The Wire.,0.230769231,1.345261097
common_voice_en_40865664.mp3,5436,tiny.en,"It can also be heard playing in the second episode of ""The Wire"".", It can also be heard playing in the second episode of The Wire.,0.153846154,0.828382969
common_voice_en_40865664.mp3,5436,base,"It can also be heard playing in the second episode of ""The Wire"".", It can also be heard playing in the second episode of The Wire.,0.153846154,2.467090845
common_voice_en_40865664.mp3,5436,base.en,"It can also be heard playing in the second episode of ""The Wire"".", It can also be heard playing in the second episode of The Wire.,0.153846154,1.5785532
common_voice_en_40865664.mp3,5436,small,"It can also be heard playing in the second episode of ""The Wire"".", It can also be heard playing in the second episode of The Wire.,0.153846154,7.137856007
common_voice_en_40865664.mp3,5436,small.en,"It can also be heard playing in the second episode of ""The Wire"".", It can also be heard playing in the second episode of The Wire.,0.153846154,4.017435074
common_voice_en_40865665.mp3,5796,tiny,Both are considered to be an especially good locale for birding., Both are considered to be in especially good local for birding.,0.181818182,1.185933113
common_voice_en_40865665.mp3,5796,tiny.en,Both are considered to be an especially good locale for birding., Both are considered to be in especially good local for birding.,0.181818182,0.82713604
common_voice_en_40865665.mp3,5796,base,Both are considered to be an especially good locale for birding., Both are considered to be an especially good locale for birding.,0,2.317683935
common_voice_en_40865665.mp3,5796,base.en,Both are considered to be an especially good locale for birding., Both are considered to be an especially good locale for birding.,0,1.37135005
common_voice_en_40865665.mp3,5796,small,Both are considered to be an especially good locale for birding., Both are considered to be an especially good locale for birding.,0,7.034377813
common_voice_en_40865665.mp3,5796,small.en,Both are considered to be an especially good locale for birding., Both are considered to be an especially good locale for birding.,0,3.926378012
common_voice_en_40865666.mp3,5688,tiny,It includes nutrition education to complement home gardening., It includes nutrition education to complement home gardening.,0,1.15034914
common_voice_en_40865666.mp3,5688,tiny.en,It includes nutrition education to complement home gardening., It includes nutrition education to complement home gardening.,0,0.695863008
common_voice_en_40865666.mp3,5688,base,It includes nutrition education to complement home gardening., It includes nutrition education to complement home gardening.,0,2.287501097
common_voice_en_40865666.mp3,5688,base.en,It includes nutrition education to complement home gardening., It includes nutrition education to complement home gardening.,0,1.255469799
common_voice_en_40865666.mp3,5688,small,It includes nutrition education to complement home gardening., It includes nutrition education to complement home gardening.,0,7.050653219
common_voice_en_40865666.mp3,5688,small.en,It includes nutrition education to complement home gardening., It includes nutrition education to complement home gardening.,0,3.803238153
common_voice_en_40865667.mp3,9756,tiny,"Daughter Anne married James DeLancey, while daughter Martha married Lewis Johnston of New Jersey.", daughter Anne married James Delancy while daughter Martha married Lewis Johnston of New Jersey.,0.142857143,1.280816078
common_voice_en_40865667.mp3,9756,tiny.en,"Daughter Anne married James DeLancey, while daughter Martha married Lewis Johnston of New Jersey.", Daughter Ann married James Delancy while daughter Martha married Louis Johnson of New Jersey.,0.285714286,0.721763134
common_voice_en_40865667.mp3,9756,base,"Daughter Anne married James DeLancey, while daughter Martha married Lewis Johnston of New Jersey.", Daughter Ann married James Delansey while daughter Martha married Lewis Johnston of New Jersey.,0.142857143,2.382855177
common_voice_en_40865667.mp3,9756,base.en,"Daughter Anne married James DeLancey, while daughter Martha married Lewis Johnston of New Jersey.", daughter Anne married James Delancy while daughter Martha married Lewis Johnston of New Jersey,0.214285714,1.506641865
common_voice_en_40865667.mp3,9756,small,"Daughter Anne married James DeLancey, while daughter Martha married Lewis Johnston of New Jersey.", Daughter Ann married James DeLancy while daughter Martha married Louis Johnston of New Jersey.,0.214285714,7.314907074
common_voice_en_40865667.mp3,9756,small.en,"Daughter Anne married James DeLancey, while daughter Martha married Lewis Johnston of New Jersey.", Daughter Anne married James Delancey while daughter Martha married Louis Johnston of New Jersey.,0.142857143,4.426316023
common_voice_en_40865668.mp3,5796,tiny,Eleven minutes describes the duration of sex., 11 minutes describes the duration of sex.,0.142857143,1.14449811
common_voice_en_40865668.mp3,5796,tiny.en,Eleven minutes describes the duration of sex., 11 minutes describes the duration of sex.,0.142857143,0.888924837
common_voice_en_40865668.mp3,5796,base,Eleven minutes describes the duration of sex., 11 minutes describes the duration of sex.,0.142857143,2.306892872
common_voice_en_40865668.mp3,5796,base.en,Eleven minutes describes the duration of sex., 11 minutes describes the duration of sex.,0.142857143,1.519514084
common_voice_en_40865668.mp3,5796,small,Eleven minutes describes the duration of sex., 11 minutes describes the duration of sex.,0.142857143,9.029424906
common_voice_en_40865668.mp3,5796,small.en,Eleven minutes describes the duration of sex., 11 minutes describes the duration of sex.,0.142857143,4.344445944
common_voice_en_40865669.mp3,4428,tiny,Common names include cranberry gourd., Common names include Cranberry Gord.,0.4,1.270479202
common_voice_en_40865669.mp3,4428,tiny.en,Common names include cranberry gourd., Common names include Cranberry Gort.,0.4,0.797319889
common_voice_en_40865669.mp3,4428,base,Common names include cranberry gourd., Common names include cranberry gourd.,0,2.168458223
common_voice_en_40865669.mp3,4428,base.en,Common names include cranberry gourd., Common names include Cranberry gourd.,0.2,1.265901089
common_voice_en_40865669.mp3,4428,small,Common names include cranberry gourd., Common names include cranberry gourd.,0,6.866089106
common_voice_en_40865669.mp3,4428,small.en,Common names include cranberry gourd., Common names include Cranberry Gord.,0.4,3.759814262
common_voice_en_40865670.mp3,3816,tiny,"Corps"" and ""Turok: Dinosaur Hunter"".", Corpse in Tyroc dinosaur hunting,1,4.040317059
common_voice_en_40865670.mp3,3816,tiny.en,"Corps"" and ""Turok: Dinosaur Hunter"".", salsa,1,3.75813508
common_voice_en_40865670.mp3,3816,base,"Corps"" and ""Turok: Dinosaur Hunter""."," Corpse and Tarak, dinosaur hunter.",0.8,2.264637947
common_voice_en_40865670.mp3,3816,base.en,"Corps"" and ""Turok: Dinosaur Hunter""."," Corps and Iraq, dinosaur hunter.",0.8,1.306668043
